ID,Clave_actor,Apego,Enlace,Interface,Formas_Capitales,EDO,Agricultura_contrato_18,Análisis_suelo_18,Análisis_foliar_18,Asociación_cultivos_18,Azufre_18,Biofertilizantes_18,Bioinsecticidas_18,Cal_micronizada_18,Camas_permanentes_18,Certificación_productos_18,Composta_18,Control_biológico_18,Criollos_mejorados_18,Cultivos_cobertura_18,Desgranadora_18,Desvare_18,Estudio_mercado_18,Feromonas_18,Fertilización_18,Greenseeker_18,Insectos_benéficos_18,Maíz_hibrídos_MasAgro_18,Maíz_mejorado_MasAgro_18,Maíz_polinización_abierta_18,Mejoradores_suelo_18,Micorrizas_18,Micronutrientes_18,Monitoreo_plagas_18,Nivelación_suelos_18,Poscosecha_18,Rastra_18,Rastrojo_18,Secadora_18,Semillas_mejoradas_diversas_18,Siembra_directa_18,Subsoleo_18,Trampas_colores_18,Tratamiento_semillas_18,Riego_goteo_18
23092,QROER785,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23093,QROER787,2,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER286,,,,,,,,,,,,,,,,,ER286,,,
23094,QROER788,2,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER349,,,,,,,,,,,,,,,,,ER349,,,
23095,QROER789,2,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER279,,,,,,,,,,,,,,,,,ER279,,,
23096,QROER790,0,2,0,2,QRO,,,,,,,,,,,,,,,,,,PSP004,PSP004,,,,,,,,,,,,,,,,,,,,
23097,QROER791,2,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER061,,,,,,,,,,,,,,,,,ER061,,,
23098,QROER792,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER792,,,
23099,QROER793,0,1,3,6,QRO,,IG008,,,,,,,,,,,,,,,,IG009,PF001,,,,,,,,,,,,,,,,,IG015,,,
23100,QROER795,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER795,,,,,,,,,,,,,,,,,,,,
23101,QROER796,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER061,,,,,,,,,,,,,,,,,,,,
23102,QROER797,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,FAM113,,,,,,,,,,,,,,,,,,,,
23103,QROER798,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER798,,,,,,,,,,,,,,,,,,,,
23104,QROER800,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER800,,,,,,,,,,,,,,,,,,,,
23105,QROER801,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23106,QROER802,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER061,,,,,,,,,,,,,,,,,,,,
23107,QROER803,1,2,0,4,QRO,,,,,,,,,,,,,,,,,,PSP004,PSP004,,,,,,,,,,,,,,,,,FAM119,,,
23108,QROER804,0,2,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,PSP001,,PSP001,,,,,,,,,,,
23109,QROER805,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,PF001,,,,,,,,,,,,,,,,,,,,
23110,QROER806,0,0,1,3,QRO,,IG021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23111,QROER807,0,0,1,3,QRO,,IG021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23112,QROER808,0,3,0,2,QRO,,,,,,,,,,,,,,,,,,PSP001,PSP006,,,,,,,,PSP001,,,,,,,,,,,,
23113,QROER809,1,3,0,4,QRO,,PSP016,PSP006,,,,,,,,ER468,,,,,,,,,,,,,,,,PSP006,,,,,,,,,,,,
23114,QROER810,0,2,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,PSP001,,PSP001,,,,,,,,,,,
23115,QROER811,2,2,0,4,QRO,,,,,,,,,,,FAM120,,,,,,,,PSP014,,,,,,,PSP028,,,,,,,,,,FAM120,,,
23116,QROER812,0,5,0,2,QRO,,,,,,,,,,,,,,,,,,,PSP001,,,,,,,PSP001,PSP001,PSP001,,,,PSP001,,,,,,,
23117,QROER814,1,1,2,7,QRO,,,,,,,,,,,ER814,,,,,,,,PF001,,,,IG012,,,IG002,,,,,,,,,,,,,
23118,QROER816,0,1,0,2,QRO,,PSP001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23119,QROER817,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP006,,,,,,,,,,,,
23120,QROER818,0,0,2,3,QRO,,IG021,,,,,,,,,,,,,,,,,,,,,,,,,IG012,,,,,,,,,,,,
23121,QROER819,0,2,1,6,QRO,,PSP012,,,,,,,,,,,,,,,,PSP001,IG002,,,,,,,,,,,,,,,,,,,,
23122,QROER821,0,1,2,6,QRO,,,,,,,,,,,,,,,,,,PSP001,,,,,,,,IG012,IG012,,,,,,,,,,,,
23123,QROER822,1,4,0,4,QRO,,PSP001,,,,,,,,,,,,,,,,PSP001,PSP001,,,,,,,,,,,,,PSP001,,,,NP006,,,
23124,QROER823,1,4,0,4,QRO,,PSP001,,,,,,,,,,,,,,,,PSP001,,FAM121,,,,,,PSP001,,,,,,PSP001,,,,,,,
23125,QROER824,0,1,1,6,QRO,,,,,,,,,,,,,,,,,,PSP001,IG015,,,,,,,,,,,,,,,,,,,,
23126,QROER825,0,0,2,3,QRO,,,,,,,,,,,,,,,,,,,FM016,,,,,,,,,,,,,,,,,IG003,,,
23127,QROER827,0,1,1,6,QRO,,,,,,,,,,,,,,,,,,PSP016,IG012,,,,,,,,,,,,,,,,,,,,
23128,QROER828,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,PF001,,,,,,,,,,,,,,,,,,,,
23129,QROER829,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER829,,,,,,,,,,,,,,,,,,,,
23130,QROER830,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER830,,,,,,,,,,,,,,,,,,,,
23131,QROER831,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23132,QROER832,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23133,QROER833,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23134,QROER834,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23135,QROER835,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23136,QROER836,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23137,QROER837,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23138,QROER838,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER838,,,,,,,,,,,,,,,,,,,,
23139,QROER839,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,FAM123,,,,,,,,,,,,,,,,,,,,
23140,QROER840,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23141,QROER841,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23142,QROER842,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,FAM124,,,,,,,,,,,,,,,,,,,,
23143,QROER843,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23144,QROER844,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23145,QROER845,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23146,QROER846,0,0,1,3,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23147,QROER847,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23148,QROER848,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23149,QROER849,0,0,1,3,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23150,QROER850,1,0,0,1,QRO,,,,,,,,,,,ER850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23151,QROER851,1,0,1,5,QRO,,,,,,,,,,,FAM127,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23152,QROER852,1,0,0,1,QRO,,,,,,,,,,,FAM128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23153,QROER853,1,0,1,5,QRO,,,,,,,,,,,FAM129,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23154,QROER854,1,0,1,5,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG025,,,FAM130,,,,,,,
23155,QROER856,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23156,QROER857,1,0,1,5,QRO,,,,,,,,,,,FAM132,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23157,QROER858,0,0,1,3,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23158,QROER859,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23159,QROER860,1,0,0,1,QRO,,,,,,,,,,,ER869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23160,QROER861,0,0,1,3,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23161,QROER862,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23162,QROER863,1,0,1,5,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG025,,,FAM135,,,,,,,
23163,QROER864,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23164,QROER865,1,0,1,5,QRO,,,,,,,,,,,FAM136,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23165,QROER866,1,0,1,5,QRO,,,,,,,,,,,FAM137,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23166,QROER867,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23167,QROER868,0,0,1,3,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23168,QROER869,1,0,0,1,QRO,,,,,,,,,,,ER860,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23169,QROER870,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23170,QROER871,1,0,0,1,QRO,,,,,,,,,,,ER855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23171,QROER872,0,0,1,3,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23172,QROER873,0,0,1,3,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG025,,,,,,,,,,
23173,QROER874,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23174,QROER875,2,0,0,1,QRO,,,,,,,,,,,ER855,,,,,,,,,,,,,,,,,,FAM140,,,,,,,,,,
23175,QROER876,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23176,QROER877,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23177,QROER878,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23178,QROER879,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23179,QROER880,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23180,QROER881,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23181,QROER882,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23182,QROER883,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23183,QROER884,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23184,QROER885,0,2,0,2,QRO,,,,,,,,,,,,,,,,,,PSP020,PSP020,,,,,,,,,,,,,,,,,,,,
23185,QROER886,0,2,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP020,,PSP020,,,,,,,,,
23186,QROER887,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP020,,,,,,,,,
23187,QROER888,0,1,1,6,QRO,,,,,,,,,,,,,,,,,,,FM006,,,,,,,,,,,PSP020,,,,,,,,,
23188,QROER889,0,2,1,6,QRO,,,,,,,,,,,,,,,,,,PSP020,PSP020,,,,,,,,,,,FM006,,,,,,,,,
23189,QROER891,2,0,0,1,QRO,,,,,,,,,,,,,,,,,,OR005,OR005,,,,,,,,,,,,,,,,,,,,
23190,QROER893,0,0,2,3,QRO,,,,,,,,,,,,,,,,,,FM006,,,,,,,,,,,,FM006,,,,,,,,,
23191,QROER894,0,2,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP020,,PSP020,,,,,,,,,
23192,QROER895,0,3,1,6,QRO,,,,,,,,,,,,,,,,,,PSP020,FM006,,,,,,,,,,,PSP020,,,,,,MQ033,,,
23193,QROER896,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,PSP020,,,,,,,,,,,,,,,,,,,,
23194,QROER897,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23195,QROER898,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23196,QROER899,1,2,0,4,QRO,,,,,,,,,,,,,,,,,,OR005,MQ034,,,,,,,,,,,,,,,,,MQ034,,,
23197,QROER901,0,2,0,2,QRO,,,,,,,,,,,,,,,,,,,PSP020,,,,,,,,,,,PSP020,,,,,,,,,
23198,QROER902,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23199,QROER903,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,PSP020,,,,,,,,,,,,,,,,,,,,
23200,QROER904,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23201,QROER905,0,2,0,2,QRO,,,,,,,,,,,,,,,,,,PSP023,,,,,,,,,,,,PSP023,,,,,,,,,
23202,QROER906,0,3,0,2,QRO,,,,,,,,,,,,,,,,,,PSP024,PSP024,,,,PSP024,,,,,,,,,,,,,,,,
23203,QROER907,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,ER908,,,,,,,,,,,,,,,,
23204,QROER908,1,3,0,4,QRO,,,,,,,,,,,,,,,,,,PSP024,,,,,PSP024,,,,,,,PSP024,,,,,,ER1107,,,
23205,QROER910,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,ER909,,,,,,,,,,,,,,,,
23206,QROER911,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23207,QROER912,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23208,QROER913,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP003,,,,,,,,,,,
23209,QROER914,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23210,QROER915,0,6,0,2,QRO,,PSP032,,,,,,,,,,,,,,,,PSP024,PSP032,,,,PSP032,,,,,,,,,PSP032,,,,PSP032,,,
23211,QROER916,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23212,QROER917,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23213,QROER918,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23214,QROER919,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,,,ER919,,,,,,,,,,,,,,
23215,QROER920,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,PSP023,,,,,,,,,,,,,,,,,,,,,
23216,QROER921,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23217,QROER922,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23218,QROER923,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23219,QROER924,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23220,QROER925,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23221,QROER926,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23222,QROER927,2,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,ER1107,,,,,,,,,,,,,ER1107,,,
23223,QROER928,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23224,QROER929,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23225,QROER930,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP025,,,,,,,,,
23226,QROER931,1,1,0,4,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM141,,,PSP025,,,,,,,,,
23227,QROER932,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23228,QROER933,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23229,QROER934,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP008,,,,,,,,,,,
23230,QROER935,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23231,QROER936,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23232,QROER937,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23233,QROER938,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23234,QROER940,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23235,QROER942,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER941,,,,,,,,,,,,,,,,,,,,
23236,QROER943,2,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER939,,,,ER939,,,,,,,,,,,,,,,,
23237,QROER944,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23238,QROER945,2,2,0,4,QRO,,OR008,,,,,,,,,,,,,,,,PSP024,PSP024,,,,ER1107,,,,,,,,,,,,,,,,
23239,QROER946,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23240,QROER947,0,3,0,2,QRO,,,,,,,,,,,,,,,,,,,PSP023,,,,PSP023,,,,,,,PSP023,,,,,,,,,
23241,QROER949,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23242,QROER950,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23243,QROER951,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23244,QROER952,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23245,QROER953,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23246,QROER954,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23247,QROER956,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23248,QROER957,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23249,QROER958,3,0,0,1,QRO,,,,,,,,,,,,,,,,,,ER908,ER908,,,,ER908,,,,,,,,,,,,,,,,
23250,QROER959,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23251,QROER960,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,PSP023,,,,,,,,,,,,,,,,,,,,,
23252,QROER962,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23253,QROER963,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23254,QROER965,1,1,0,4,QRO,,,,,,,,,,,,,,,,,,,PSP004,,,,,,,,,,,,,,,,,ER071,,,
23255,QROER966,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,PSP004,,,,,,,,,,,,,,,,,,,,
23256,QROER967,0,1,0,2,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP026,,,,,,,,,,,
23257,QROER968,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM142,,,,,,,,,
23258,QROER969,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM143,,,,,,,
23259,QROER970,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ERe024,,,,,,,,,,,,,,,,,,,,
23260,QROER971,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER971,,,,,,,
23261,QROER973,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERe026,,,,,,,
23262,QROER974,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERe027,,,,,,,
23263,QROER975,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERe028,,,,,,,
23264,QROER976,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ERe029,,,,,,,,,,,,,,,,,,,,
23265,QROER977,1,0,0,1,QRO,,,,,,,,,,,,,,,,,,,ER977,,,,,,,,,,,,,,,,,,,,
23266,QROER978,1,0,0,1,QRO,,,,,,,ER800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23267,QROER979,1,0,0,1,QRO,,,,,,,ER800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23268,QROER980,1,0,0,1,QRO,,ER980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23269,QROER981,1,0,0,1,QRO,,,ER981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23270,QROER982,1,0,0,1,QRO,,ER982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23271,QROER983,1,0,0,1,QRO,,ER983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23272,QROER984,1,0,0,1,QRO,,ER984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23273,QROER985,1,0,0,1,QRO,,ER985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23274,QROER986,1,0,0,1,QRO,,ER986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23275,QROER987,1,0,0,1,QRO,,ER987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23276,QROER988,1,0,0,1,QRO,,ER988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23277,QROER989,1,0,0,1,QRO,,ER989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23278,QROER991,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23279,QROER992,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23280,QROER993,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23281,QROER994,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23282,QROER995,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23283,QROER996,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23284,QROER997,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23285,QROER998,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23286,QROER999,0,0,0,0,QRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23287,ROOER001,0,0,1,3,ROO,,,,,,,,,,,,,,,,,,,CI008,,,,,,,,,,,,,,,,,,,,
23288,ROOER002,0,0,2,3,ROO,,,,,,,,,,,,,,,,,,,CI008,,,,,,,,,,,,,,CA001,,,,,,
23289,ROOER003,0,1,0,2,ROO,,,,,,,,,,,,,,,,,,,PSP001,,,,,,,,,,,,,,,,,,,,
23290,ROOER004,0,1,1,6,ROO,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP002,,,,,,,,,,,IG001,
23291,ROOER007,0,2,0,2,ROO,,,,PSP004,,,,,,,,,,,,,,,PSP003,,,,,,,,,,,,,,,,,,,,
23292,ROOER008,0,1,0,2,ROO,,,,,,,,,,,,,,,,,,,PSP003,,,,,,,,,,,,,,,,,,,,
23293,ROOER009,0,1,0,2,ROO,,,,,,,,,,,,,,,,,,,PSP003,,,,,,,,,,,,,,,,,,,,
23294,ROOER010,0,1,0,2,ROO,,,,,,,,,,,,,,,,,,,PSP003,,,,,,,,,,,,,,,,,,,,
23295,ROOER011,0,1,0,2,ROO,,,,,,,,,,,,,,,,,,,PSP005,,,,,,,,,,,,,,,,,,,,
23296,ROOER013,0,1,1,6,ROO,,,,,,,,,,,,,,PSP004,,,,,CI008,,,,,,,,,,,,,,,,,,,,
23297,ROOER014,0,1,1,6,ROO,,,,,,,,,,,,,,PSP004,,,,,CI008,,,,,,,,,,,,,,,,,,,,
23298,ROOER015,0,1,0,2,ROO,,,,,,,,,,,,,,,,,,,PSP021,,,,,,,,,,,,,,,,,,,,
23299,ROOER016,0,1,1,6,ROO,,,,,,,,,,,,,,,,,,,CI008,,,,,,,,PSP005,,,,,,,,,,,,
23300,ROOER017,0,1,1,6,ROO,,,,,,,,,,,,,,,,,,,CI008,,,,,,,,PSP005,,,,,,,,,,,,
23301,ROOER018,0,1,1,6,ROO,,,,,,,,,,,,,,,,,,,CI008,,,,,,,,PSP003,,,,,,,,,,,,
23302,ROOER021,0,0,2,3,ROO,,CA001,,,,,,,,,,,,,,,,,CA001,,,,,,,,,,,,,,,,,,,,
23303,ROOER023,0,0,1,3,ROO,,,,,,,,,,,,,,,,,,,CA001,,,,,,,,,,,,,,,,,,,,
23304,ROOER024,0,0,1,3,ROO,,,,,,,,,,,,,,,,,,,CI008,,,,,,,,,,,,,,,,,,,,
23305,ROOER084,0,0,4,3,ROO,,,,,,,,,,,,,CI008,,,,,,IG001,,,,,,,,IG001,,,,,,,,,,,IG001,
23306,ROOER086,0,1,1,6,ROO,,,,,,,,,,,,,,,,,,,CI008,,,,,,,,PSP005,,,,,,,,,,,,
